年度,球団,左右,選手名,試合数,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打
2014,福岡ソフトバンク,右,拓也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,武田　翔太,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,巽　真悟,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,塚田　正義,4,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2014,福岡ソフトバンク,右,鶴岡　慎也,98,190,162,12,35,4,3,0,45,25,0,2,17,4,7,0,0,23,5
2014,福岡ソフトバンク,右,寺原　隼人,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,中田　賢一,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014,福岡ソフトバンク,左,中村　晃,143,638,571,75,176,22,4,4,218,61,10,2,3,2,59,2,3,61,4
2014,福岡ソフトバンク,右,バリオス,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,長谷川　勇也,135,541,473,58,142,30,3,6,196,55,7,7,0,7,54,2,7,95,8
2014,福岡ソフトバンク,右,東浜　巨,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,日高　亮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,帆足　和幸,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,福岡ソフトバンク,右,星野　大地,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,細川　亨,112,294,247,14,47,9,0,5,71,32,0,0,29,3,12,1,3,83,3
2014,福岡ソフトバンク,左,本多　雄一,94,398,344,51,100,12,6,0,124,21,23,6,16,3,33,2,2,47,10
2014,福岡ソフトバンク,左,牧原　大成,11,15,13,1,1,0,0,0,1,0,0,1,2,0,0,0,0,6,0
2014,福岡ソフトバンク,右,松田　宣浩,101,423,392,54,118,20,3,18,198,56,12,6,1,4,24,0,2,80,13
2014,福岡ソフトバンク,左,松中　信彦,33,33,27,0,3,1,0,0,4,4,0,0,0,1,4,0,1,6,0
2014,福岡ソフトバンク,右,森　唯斗,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,森福　允彦,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,柳田　悠岐,144,615,524,91,166,18,4,15,237,70,33,6,0,3,72,5,16,131,8
2014,福岡ソフトバンク,右,柳瀬　明宏,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,山下　斐紹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,左,山田　大樹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,山中　浩史,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,福岡ソフトバンク,右,吉村　裕基,64,192,162,15,48,11,0,5,74,29,1,2,2,3,24,1,1,28,5
2014,福岡ソフトバンク,右,李　杜軒,5,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0
2014,横浜ＤｅＮＡ,右,安部　建輝,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,荒波　翔,63,206,188,30,51,8,2,3,72,18,9,1,4,0,13,0,1,28,1
2014,横浜ＤｅＮＡ,左,石川　雄洋,138,539,483,66,120,16,5,7,167,36,9,3,16,0,32,0,8,98,9
2014,横浜ＤｅＮＡ,右,井手　正太郎,36,77,73,7,15,3,0,3,27,13,0,0,0,1,3,0,0,20,2
2014,横浜ＤｅＮＡ,右,井納　翔一,25,50,45,0,5,0,1,0,7,0,0,0,5,0,0,0,0,19,0
2014,横浜ＤｅＮＡ,両,内村　賢介,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,右,大田　阿斗里,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,大原　慎司,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,右,長田　秀一郎,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,乙坂　智,6,2,2,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,右,加賀　繁,37,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2014,横浜ＤｅＮＡ,右,加賀美　希昇,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2014,横浜ＤｅＮＡ,左,梶谷　隆幸,142,609,525,76,138,26,9,16,230,72,39,8,3,4,70,5,7,135,12
2014,横浜ＤｅＮＡ,右,菊地　和正,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,両,金城　龍彦,90,175,160,9,32,6,0,0,38,11,0,1,1,0,13,2,1,21,3
2014,横浜ＤｅＮＡ,右,グリエル,62,258,239,46,73,22,0,11,128,30,3,0,0,2,15,0,2,40,4
2014,横浜ＤｅＮＡ,右,国吉　佑樹,49,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,横浜ＤｅＮＡ,右,久保　康友,28,56,43,1,5,0,0,0,5,0,0,0,12,0,1,0,0,25,0
2014,横浜ＤｅＮＡ,右,黒羽根　利規,109,374,326,32,86,10,0,2,102,24,1,2,17,2,24,1,5,78,10
2014,横浜ＤｅＮＡ,右,桑原　将志,53,169,144,15,37,7,2,1,51,13,4,1,8,0,15,0,2,32,5
2014,横浜ＤｅＮＡ,右,小杉　陽太,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,右,後藤　武敏,68,165,145,17,41,8,0,7,70,31,0,0,1,1,18,1,0,34,4
2014,横浜ＤｅＮＡ,右,小林　太志,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,下園　辰哉,68,117,101,14,28,4,0,1,35,8,0,0,1,0,14,0,1,18,1
2014,横浜ＤｅＮＡ,右,白崎　浩之,101,240,209,24,49,8,1,1,62,11,4,2,15,0,16,0,0,50,4
2014,横浜ＤｅＮＡ,右,須田　幸太,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,関根　大気,3,13,12,1,3,0,0,0,3,0,1,0,0,0,0,0,1,3,0
2014,横浜ＤｅＮＡ,右,ソーサ,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,ソト,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,右,高崎　健太郎,14,13,11,0,2,0,0,0,2,1,0,0,2,0,0,0,0,3,0
2014,横浜ＤｅＮＡ,右,高城　俊人,48,76,69,8,10,1,1,0,13,4,0,0,0,0,5,0,2,28,0
2014,横浜ＤｅＮＡ,左,田中　健二朗,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,右,多村　仁志,73,166,147,11,40,5,1,4,59,23,0,2,1,1,15,1,2,23,4
2014,横浜ＤｅＮＡ,左,陳　冠宇,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,横浜ＤｅＮＡ,左,土屋　健二,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,筒香　嘉智,114,461,410,58,123,24,2,22,217,77,2,1,0,2,47,6,2,100,7
2014,横浜ＤｅＮＡ,右,鶴岡　賢二郎,24,49,45,4,12,0,0,0,12,2,0,0,0,0,4,1,0,10,1
2014,横浜ＤｅＮＡ,右,中村　紀洋,13,56,49,5,12,2,0,0,14,10,0,0,0,1,6,0,0,10,3
2014,横浜ＤｅＮＡ,両,西森　将司,12,25,22,0,1,0,0,0,1,0,0,0,3,0,0,0,0,6,2
2014,横浜ＤｅＮＡ,右,バルディリス,139,510,451,44,115,29,1,17,197,52,0,1,0,5,43,2,11,66,20
2014,横浜ＤｅＮＡ,左,林　昌範,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,尚成,10,14,12,0,3,0,0,0,3,0,0,0,2,0,0,0,0,3,2
2014,横浜ＤｅＮＡ,右,飛雄馬,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014,横浜ＤｅＮＡ,右,平田　真吾,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,横浜ＤｅＮＡ,右,ブランコ,85,333,311,32,88,14,0,17,153,60,0,0,0,0,18,4,4,91,5
2014,横浜ＤｅＮＡ,右,藤江　均,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,左,松本　啓二朗,34,58,54,8,14,5,0,0,19,5,1,0,2,0,1,0,1,10,1
2014,横浜ＤｅＮＡ,左,萬谷　康平,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,横浜ＤｅＮＡ,右,三浦　大輔,15,33,31,1,3,0,0,0,3,0,0,0,2,0,0,0,0,15,1
2014,横浜ＤｅＮＡ,右,三上　朋也,65,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,横浜ＤｅＮＡ,両,三嶋　一輝,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014,横浜ＤｅＮＡ,両,嶺井　博希,10,14,11,1,3,0,1,0,5,3,0,0,1,0,2,0,0,2,0
2014,横浜ＤｅＮＡ,右,宮崎　敏郎,5,13,13,0,2,1,0,0,3,0,0,0,0,0,0,0,0,3,0
2014,横浜ＤｅＮＡ,右,モスコーソ,24,50,43,6,9,0,0,1,12,3,1,0,3,0,4,0,0,14,2
2014,横浜ＤｅＮＡ,右,柳田　殖生,74,101,88,12,24,3,0,4,39,10,0,0,6,0,2,0,5,20,2
2014,横浜ＤｅＮＡ,右,山口　俊,33,36,30,1,3,0,0,1,6,2,0,0,6,0,0,0,0,23,0
2014,横浜ＤｅＮＡ,右,山崎　憲晴,115,374,309,36,74,9,1,2,91,20,2,2,38,2,19,0,6,64,4
2014,オリックス,右,安達　了一,143,601,486,73,126,13,5,8,173,50,29,10,45,4,58,0,8,79,8
2014,オリックス,左,井川　慶,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,左,糸井　嘉男,140,590,502,73,166,36,2,19,263,81,31,9,0,4,70,7,14,73,7
2014,オリックス,右,伊藤　光,137,429,358,37,92,16,1,3,119,48,0,2,39,3,24,1,5,80,2
2014,オリックス,左,岩崎　恭平,15,9,8,3,1,0,0,0,1,0,1,1,0,0,0,0,1,4,0
2014,オリックス,左,大山　暁史,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,左,海田　智行,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,左,金子　千尋,26,8,8,0,1,1,0,0,2,1,0,0,0,0,0,0,0,5,0
2014,オリックス,右,川端　崇義,65,184,156,23,45,7,0,2,58,16,6,2,7,2,12,0,7,25,5
2014,オリックス,右,岸田　護,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,桑原　謙太朗,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,左,小島　脩平,10,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
2014,オリックス,右,小松　聖,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,近藤　一樹,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,榊原　諒,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,左,坂口　智隆,122,382,323,33,76,5,5,2,97,40,3,2,10,0,47,0,2,45,4
2014,オリックス,右,佐藤　達也,67,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,オリックス,右,縞田　拓弥,36,29,24,4,3,1,0,1,7,1,2,0,2,0,3,0,0,11,1
2014,オリックス,左,駿太,127,277,246,30,69,11,3,5,101,30,5,3,12,0,17,1,2,55,3
2014,オリックス,右,高橋　信二,10,32,30,3,6,2,0,0,8,0,0,0,0,0,2,0,0,3,0
2014,オリックス,右,武田　健吾,5,10,8,1,1,1,0,0,2,1,0,0,1,0,1,0,0,3,0
2014,オリックス,右,竹原　直隆,21,43,39,3,11,3,0,1,17,4,0,0,0,1,3,0,0,5,1
2014,オリックス,右,谷　佳知,9,20,16,1,2,2,0,0,4,0,0,0,0,0,3,0,1,5,0
2014,オリックス,左,堤　裕貴,5,16,14,0,2,0,0,0,2,1,0,0,2,0,0,0,0,2,0
2014,オリックス,左,Ｔ－岡田,130,533,472,67,127,28,0,24,227,75,4,4,5,2,37,4,17,107,10
2014,オリックス,右,ディクソン,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,オリックス,左,鉄平,50,102,88,7,20,6,1,1,31,6,1,2,3,0,10,0,1,20,1
2014,オリックス,右,東明　大貴,26,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,オリックス,右,中村　一生,62,64,57,13,14,5,0,0,19,4,5,2,2,1,4,0,0,11,0
2014,オリックス,左,中山　慎也,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,西　勇輝,24,7,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
2014,オリックス,右,バトラー,21,66,52,5,12,2,0,2,20,6,0,0,0,1,9,0,4,19,1
2014,オリックス,左,原　拓也,120,185,161,12,40,8,1,2,56,15,0,0,9,1,14,0,0,27,4
2014,オリックス,右,比嘉　幹貴,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,平井　正史,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,左,平野　恵一,120,517,452,59,121,14,3,1,144,28,5,2,19,2,37,0,7,55,8
2014,オリックス,右,平野　佳寿,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,伏見　寅威,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,オリックス,右,ペーニャ,140,572,502,68,128,20,0,32,244,90,2,0,0,1,59,6,10,124,15
2014,オリックス,右,ベタンコート,18,74,71,1,10,1,0,0,11,4,0,1,2,1,0,0,0,15,2
2014,オリックス,右,ヘルマン,141,595,532,62,133,28,1,7,184,52,30,16,2,3,54,1,4,95,17
2014,オリックス,右,マエストリ,36,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2014,オリックス,左,松葉　貴大,21,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2014,オリックス,右,馬原　孝浩,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,丸毛　謙一,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,三ツ俣　大樹,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,オリックス,右,宮崎　祐樹,4,8,5,0,1,0,0,0,1,0,0,1,0,0,3,0,0,2,0
2014,オリックス,左,八木　智哉,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,オリックス,右,山崎　勝己,60,79,65,3,7,1,0,0,8,4,0,0,11,0,2,0,1,20,0
2014,オリックス,右,山本　和作,16,16,12,0,1,0,0,0,1,2,0,0,1,1,1,0,1,2,1
2014,オリックス,左,吉田　一将,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,相川　亮二,58,207,192,19,48,8,0,2,62,21,0,0,2,2,9,1,2,31,5
2014,東京ヤクルト,左,赤川　克紀,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,秋吉　亮,61,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,東京ヤクルト,左,阿部　健太,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,東京ヤクルト,右,新垣　渚,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,東京ヤクルト,右,荒木　貴裕,55,168,149,23,41,3,1,2,52,12,1,2,2,0,16,0,1,25,2
2014,東京ヤクルト,右,飯原　誉士,96,244,222,26,68,12,1,4,94,29,1,1,4,3,14,0,1,29,4
2014,東京ヤクルト,左,石川　雅規,27,56,44,2,9,0,0,0,9,2,0,0,11,0,1,0,0,15,1
2014,東京ヤクルト,右,石山　泰稚,35,32,27,0,3,0,0,0,3,0,0,0,4,0,1,0,0,13,1
2014,東京ヤクルト,左,今浪　隆博,13,41,38,7,8,1,0,0,9,1,0,0,0,0,3,0,0,4,0
2014,東京ヤクルト,左,岩橋　慶侍,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,左,岩村　明憲,39,79,74,7,18,6,0,1,27,14,0,0,0,0,4,0,1,21,1
2014,東京ヤクルト,左,上田　剛史,115,292,252,36,53,4,2,2,67,20,16,4,16,3,18,0,3,45,1
2014,東京ヤクルト,左,江村　将也,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,東京ヤクルト,右,小川　泰弘,17,40,35,0,1,0,0,0,1,0,0,0,4,0,1,0,0,17,1
2014,東京ヤクルト,右,押本　健彦,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,東京ヤクルト,右,カーペンター,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,川崎　成晃,14,14,13,3,3,0,0,0,3,0,1,0,0,0,1,0,0,0,0
2014,東京ヤクルト,右,川島　慶三,19,36,26,8,7,2,0,0,9,1,1,0,2,0,7,2,1,6,2
2014,東京ヤクルト,左,川端　慎吾,142,637,580,86,177,33,2,10,244,69,2,2,8,3,43,1,3,62,10
2014,東京ヤクルト,右,木谷　良平,21,19,12,0,3,0,0,0,3,0,0,0,7,0,0,0,0,5,0
2014,東京ヤクルト,左,久古　健太郎,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,真田　裕貴,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,七條　祐樹,10,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
2014,東京ヤクルト,右,杉浦　稔大,4,8,8,1,1,1,0,0,2,1,0,0,0,0,0,0,0,4,0
2014,東京ヤクルト,左,武内　晋一,55,125,111,15,27,2,0,4,41,9,0,0,1,1,12,0,0,18,3
2014,東京ヤクルト,右,田中　浩康,77,111,102,9,25,2,1,3,38,10,0,0,1,0,8,0,0,15,4
2014,東京ヤクルト,両,徳山　武陽,7,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
2014,東京ヤクルト,左,ナーブソン,24,44,35,0,5,1,0,0,6,1,0,0,9,0,0,0,0,12,1
2014,東京ヤクルト,左,中澤　雅人,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,中村　悠平,99,365,325,26,97,9,1,5,123,41,0,0,7,3,26,0,4,51,8
2014,東京ヤクルト,右,西浦　直亨,14,36,32,5,5,1,0,1,9,5,0,0,0,0,4,0,0,6,0
2014,東京ヤクルト,右,西田　明央,8,22,20,2,5,2,0,1,10,4,0,0,0,0,1,0,1,4,0
2014,東京ヤクルト,右,野口　祥順,35,44,42,11,12,4,0,0,16,1,0,0,1,0,1,0,0,11,0
2014,東京ヤクルト,右,バーネット,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,バレンティン,112,446,366,61,110,12,0,31,215,69,2,0,0,3,75,5,2,95,10
2014,東京ヤクルト,右,畠山　和洋,113,464,422,52,131,19,1,17,203,79,2,0,1,3,36,1,2,54,17
2014,東京ヤクルト,左,日高　亮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,右,比屋根　渉,56,142,125,17,29,4,0,0,33,7,10,4,11,0,5,0,1,21,3
2014,東京ヤクルト,左,藤井　亮太,7,7,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0
2014,東京ヤクルト,右,古野　正人,17,18,15,0,1,0,0,0,1,1,0,0,3,0,0,0,0,10,0
2014,東京ヤクルト,左,松井　淳,10,26,25,1,6,3,0,0,9,1,0,0,0,0,1,0,0,8,1
2014,東京ヤクルト,右,松岡　健一,39,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
2014,東京ヤクルト,左,松元　ユウイチ,72,89,83,1,24,3,0,0,27,14,0,0,0,1,5,0,0,6,3
2014,東京ヤクルト,右,ミレッジ,10,47,39,3,9,2,0,1,14,6,0,0,0,2,6,0,0,6,4
2014,東京ヤクルト,左,三輪　正義,32,22,20,7,5,1,0,0,6,1,0,0,1,0,1,0,0,2,1
2014,東京ヤクルト,左,村中　恭兵,7,12,9,2,2,0,0,0,2,0,0,0,2,0,1,0,0,5,0
2014,東京ヤクルト,左,森岡　良介,100,326,301,26,83,16,2,2,109,31,1,0,5,2,15,0,3,39,7
2014,東京ヤクルト,左,八木　亮祐,23,28,23,0,1,1,0,0,2,2,0,0,5,0,0,0,0,11,0
2014,東京ヤクルト,右,谷内　亮太,43,99,89,6,17,4,0,1,24,16,0,1,2,3,4,0,1,14,1
2014,東京ヤクルト,右,山田　哲人,143,685,596,106,193,39,1,29,321,89,15,5,2,5,74,2,8,95,10
2014,東京ヤクルト,右,山中　浩史,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,東京ヤクルト,右,山本　哲哉,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,東京ヤクルト,左,雄平,141,597,547,97,173,28,3,23,276,90,10,2,1,0,48,0,1,103,11
2014,東京ヤクルト,右,ロマン,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,アブレイユ,6,22,19,2,4,0,0,1,7,1,0,0,0,0,3,0,0,7,0
2014,北海道日本ハム,左,アンソニー・カーター,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,両,赤田　将吾,8,19,13,4,3,0,0,0,3,1,0,0,0,1,5,0,0,3,0
2014,北海道日本ハム,右,新垣　勇人,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,飯山　裕志,84,62,51,10,11,2,0,0,13,4,0,0,6,0,5,0,0,15,1
2014,北海道日本ハム,左,石井　裕也,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,石川　慎吾,44,93,83,11,19,3,0,1,25,11,0,1,4,0,5,0,1,25,1
2014,北海道日本ハム,右,石川　亮,1,4,4,1,1,0,1,0,3,3,0,0,0,0,0,0,0,1,0
2014,北海道日本ハム,右,市川　友也,71,166,137,14,36,4,0,2,46,9,0,0,19,1,6,0,3,22,0
2014,北海道日本ハム,左,稲葉　篤紀,44,89,77,6,18,3,0,3,30,12,0,0,0,0,10,0,2,13,3
2014,北海道日本ハム,左,乾　真大,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,鵜久森　淳志,24,44,40,1,8,0,1,0,10,1,0,0,0,0,4,0,0,9,0
2014,北海道日本ハム,右,浦野　博司,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,北海道日本ハム,右,上沢　直之,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,北海道日本ハム,右,榎下　陽大,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,左,大嶋　匠,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,北海道日本ハム,左,大谷　翔平,87,234,212,32,58,17,1,10,107,31,1,0,0,1,21,0,0,48,4
2014,北海道日本ハム,右,大塚　豊,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,大野　奨太,105,304,259,16,45,10,0,6,73,19,0,0,19,2,19,0,5,52,6
2014,北海道日本ハム,右,大引　啓次,132,512,432,44,106,16,3,5,143,47,21,6,26,2,51,0,1,98,11
2014,北海道日本ハム,右,岡　大海,15,39,35,3,4,0,0,0,4,0,1,1,1,0,3,0,0,8,0
2014,北海道日本ハム,右,尾崎　匡哉,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,鍵谷　陽平,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,金子　誠,17,23,21,4,3,0,0,0,3,2,0,1,0,1,1,0,0,7,0
2014,北海道日本ハム,左,金平　将至,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,河野　秀数,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,木佐貫　洋,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,左,岸里　亮佑,1,3,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0
2014,北海道日本ハム,左,北　篤,29,60,51,5,14,1,0,2,21,3,1,0,1,0,7,0,1,17,1
2014,北海道日本ハム,右,クロッタ,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,小谷野　栄一,84,274,243,22,72,14,0,4,98,29,0,1,5,1,22,1,3,40,4
2014,北海道日本ハム,左,近藤　健介,89,291,264,24,68,20,1,4,102,28,3,4,10,2,15,0,0,45,4
2014,北海道日本ハム,左,齊藤　勝,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,右,斎藤　佑樹,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,左,佐藤　賢治,44,114,107,12,21,4,1,3,36,9,0,1,3,0,4,0,0,38,2
2014,北海道日本ハム,両,杉谷　拳士,87,146,123,21,25,4,2,2,39,9,11,1,11,0,8,0,4,19,1
2014,北海道日本ハム,左,武田　久,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,北海道日本ハム,左,武田　勝,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,北海道日本ハム,右,多田野　数人,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,北海道日本ハム,左,谷口　雄也,72,175,164,18,44,7,1,2,59,11,3,1,2,0,9,1,0,56,0
